Scenario,label,uri,eia_id,name,utility,sector,description,comments,voltage_category,size flat demand tier (kW),max flat demand tier (kW),min flat demand tier (kW),size TOU demand tier (kW),max TOU demand tier (kW),min TOU demand tier (kW),size energy rate tier (kW),max energy rate tier (kW),min energy rate tier (kW),max energy usage (kWh),min energy usage (kWh),max peak capacity (kW),min peak capacity (kW),approved,start date,end date,supercedes,parent source,min monthly charge ($),annual minimum charge ($),minimum voltage,maximum voltage,phase wiring,demand window (min),demand attributes,additional energy comments,revisions
77,539fc3b4ec4f024c27d8bf53,https://openei.org/apps/USURDB/rate/view/539fc3b4ec4f024c27d8bf53,12745,Schedule FL Flat Rate Service-Not Exceeding 50% Load Factor 601 - 800 Watt,Modesto Irrigation District,Commercial,"Applicability This Schedule is applicable to small,"" constant,"" non*metered incidental loads for utilities,"" communication agencies,"" state agencies,"" and applicable special districts where the customer owns and maintains the equipment. The customer must supply equipment wattage to the District. Such loads would include: Cathodic Protection Stations Motor Radial Gates Pressure Point Automatic Watering Systems Flashing Beacons Sign Illumination Communication Power Booster Devices Monthly Usage: 179kWh",No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,1,0.0,0.0,1e+99,0,1e+99,0,True,04/01/2013,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['06/08/2012 09:10:32', '06/08/2012 09:11:16', '12/07/2012 02:36:56', '04/21/2014 10:26:04', '03/26/2015 15:26:24']"
78,539fc4c7ec4f024c27d8ca83,https://openei.org/apps/USURDB/rate/view/539fc4c7ec4f024c27d8ca83,12745,Schedule GS-1 General Service - Non Demand,Modesto Irrigation District,Commercial,Applicability This Schedule is applicable to general commercial customers having a demand of 20 kilowatts or less and multiple units for residential occupancy. Service to public dwelling units for residential occupancy is limited by Special Provision 1.,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,2,1000000000.0,1000000000.0,1e+99,0,1e+99,0,True,04/01/2013,12/30/2011,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['06/07/2012 14:25:44', '06/07/2012 14:27:19', '12/07/2012 20:15:16', '08/06/2013 07:13:08', '04/21/2014 10:29:46', '03/26/2015 15:26:35', '06/18/2018 07:37:04']"
79,539fc504ec4f024c27d8cd57,https://openei.org/apps/USURDB/rate/view/539fc504ec4f024c27d8cd57,12745,Schedule FL Flat Rate Service-In Excess of 50% Load Factor 601 - 800 Watt,Modesto Irrigation District,Commercial,"Applicability This Schedule is applicable to small,"" constant,"" non*metered incidental loads for utilities,"" communication agencies,"" state agencies,"" and applicable special districts where the customer owns and maintains the equipment. The customer must supply equipment wattage to the District. Such loads would include: Cathodic Protection Stations Motor Radial Gates Pressure Point Automatic Watering Systems Flashing Beacons Sign Illumination Communication Power Booster Devices Monthly Usage: 460kWh",No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,1,0.0,0.0,1e+99,0,1e+99,0,True,04/01/2013,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['06/08/2012 09:33:06', '06/08/2012 09:33:41', '12/08/2012 02:11:17', '04/21/2014 10:18:54', '03/26/2015 15:26:30']"
80,539fc7a6ec4f024d2f53de0e,https://openei.org/apps/USURDB/rate/view/539fc7a6ec4f024d2f53de0e,12745,Schedule FL Flat Rate Service-Not Exceeding 50% Load Factor 801 - 1000 Watt,Modesto Irrigation District,Commercial,"Applicability This Schedule is applicable to small,"" constant,"" non*metered incidental loads for utilities,"" communication agencies,"" state agencies,"" and applicable special districts where the customer owns and maintains the equipment. The customer must supply equipment wattage to the District. Such loads would include: Cathodic Protection Stations Motor Radial Gates Pressure Point Automatic Watering Systems Flashing Beacons Sign Illumination Communication Power Booster Devices Monthly Usage: 230kWh",No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,1,0.0,0.0,1e+99,0,1e+99,0,True,04/01/2013,08/30/2017,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['06/08/2012 09:12:12', '06/08/2012 09:13:04', '12/07/2012 05:37:01', '04/21/2014 10:22:52', '03/26/2015 15:26:38', '06/19/2018 05:00:31']"
81,539fc92dec4f024d2f53ee88,https://openei.org/apps/USURDB/rate/view/539fc92dec4f024d2f53ee88,12745,Schedule GS-2 General Service - Demand,Modesto Irrigation District,Industrial,"Applicability This Schedule is applicable to general commercial customers having demands in excess of 20 kilowatts and less than 1,""000 kilowatts,"" and public units for residential occupancy. Service to public dwelling units for residential occupancy is limited by Special Provision 1. Demand Charge(less than 20kW): $0.00",No comments,No voltage category given,12,1000000000.0,20.0,1,0.0,0.0,2,1000000000.0,20000.0,1e+99,0,1e+99,0,True,04/01/2013,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['06/07/2012 14:28:25', '06/07/2012 14:30:41', '12/08/2012 00:11:44', '08/05/2013 14:12:12', '08/06/2013 07:13:11', '04/21/2014 10:32:10', '03/26/2015 15:26:54']"
82,539fcbd4ec4f024d2f5409a0,https://openei.org/apps/USURDB/rate/view/539fcbd4ec4f024d2f5409a0,12745,Schedule FL Flat Rate Service-In Excess of 50% Load Factor 1401 - 1600 Watt,Modesto Irrigation District,Commercial,"Applicability This Schedule is applicable to small,"" constant,"" non*metered incidental loads for utilities,"" communication agencies,"" state agencies,"" and applicable special districts where the customer owns and maintains the equipment. The customer must supply equipment wattage to the District. Such loads would include: Cathodic Protection Stations Motor Radial Gates Pressure Point Automatic Watering Systems Flashing Beacons Sign Illumination Communication Power Booster Devices Monthly Usage: 986kWh",No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,1,0.0,0.0,1e+99,0,1e+99,0,True,04/01/2013,No end date given,No supercedes item given,No parent source given,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['06/08/2012 09:39:07', '06/08/2012 09:39:42', '12/07/2012 01:53:09', '04/21/2014 10:14:25', '03/26/2015 15:26:35']"
83,5a35ab465457a3a6255c48a2,https://openei.org/apps/USURDB/rate/view/5a35ab465457a3a6255c48a2,14328,Large Agriculture Power TOU Rate (AG-5A),Pacific Gas & Electric Co,Commercial,No description,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,4,1000000000.0,1000000000.0,1e+99,0,15,0,True,10/23/2017,No end date given,No supercedes item given,http://www.pge.com/tariffs/ERS.SHTML#ERS,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['12/16/2017 09:24:54', '12/16/2017 09:25:55']"
84,5a3309c45457a3eb305c48a1,https://openei.org/apps/USURDB/rate/view/5a3309c45457a3eb305c48a1,14328,A-6 Small General Service TOU Meter Charge (W),Pacific Gas & Electric Co,Commercial,"Applies to customers who were on Rate W as of May 1,"" 2006.","Fixed Monthly Charge is the Total Customer Charge per day,"" averaged out for a month. ($0.05914 per meter per day * 365 days/ 12 months).",No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,75,0,True,10/23/2017,No end date given,No supercedes item given,http://www.pge.com/tariffs/ERS.SHTML#ERS,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['12/14/2017 09:31:16', '12/14/2017 09:32:24']"
85,5a33088e5457a305325c48a1,https://openei.org/apps/USURDB/rate/view/5a33088e5457a305325c48a1,14328,A-6 Small General Service TOU Single Phase,Pacific Gas & Electric Co,Commercial,"Fixed Monthly Charge is the Total Customer Charge per day,"" averaged out for a month. ($0.32854 per meter per day * 365 days/ 12 months).",No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,75,0,False,12/31/2016,02/27/2017,No supercedes item given,http://www.pge.com/tariffs/ERS.SHTML#ERS,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,Single Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['12/14/2017 09:26:06', '12/14/2017 09:27:44', '07/25/2018 08:55:51', '07/27/2018 05:32:43', '07/27/2018 06:40:14', '07/27/2018 09:58:33', '07/27/2018 10:01:04']"
86,5a33090c5457a357345c48a1,https://openei.org/apps/USURDB/rate/view/5a33090c5457a357345c48a1,14328,A-6 Small General Service TOU Poly Phase,Pacific Gas & Electric Co,Commercial,"Fixed Monthly Charge is the Total Customer Charge per day,"" averaged out for a month. ($0.65708 per meter per day * 365 days/ 12 months).",No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,5,1000000000.0,1000000000.0,1e+99,0,75,0,False,12/31/2016,02/27/2017,No supercedes item given,http://www.pge.com/tariffs/ERS.SHTML#ERS,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['12/14/2017 09:28:12', '12/14/2017 09:29:07', '07/25/2018 08:57:24', '07/27/2018 05:38:30', '07/27/2018 06:40:43', '07/27/2018 09:56:07']"
87,539fca99ec4f024d2f53fd8e,https://openei.org/apps/USURDB/rate/view/539fca99ec4f024d2f53fd8e,19281,Schedule FT Farm Service - Time-Of-Use,Turlock Irrigation District,Industrial,"Applicability This schedule applies to farm service where agricultural end*uses include growing crops,"" raising livestock,"" other related farm uses,"" or pumping water for agricultural and public utility purposes not eligible for Rate Schedule PT. This schedule is not applicable to agricultural processing operations or other uses that change the form of the product. This schedule is applicable on an annual basis only.",No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,4,1000000000.0,1000000000.0,1e+99,0,1e+99,0,True,02/01/2009,12/30/2014,No supercedes item given,http://www.tid.org/electric-rates,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,Single and 3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['06/08/2012 13:08:32' '06/08/2012 13:10:35' '12/07/2012 19:34:56'
 '05/29/2013 08:16:55' '04/01/2014 13:48:42' '03/26/2015 15:26:46'
 '07/17/2018 05:29:04']"
88,5a35acdb5457a3f4135c48a3,https://openei.org/apps/USURDB/rate/view/5a35acdb5457a3f4135c48a3,14328,Large Agriculture Power TOU Rate (AG-5D),Pacific Gas & Electric Co,Commercial,No description,No comments,No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,4,1000000000.0,1000000000.0,1e+99,0,15,0,True,10/23/2017,No end date given,No supercedes item given,http://www.pge.com/tariffs/ERS.SHTML#ERS,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,No phase wiring information given,No demand window given,No additional demand attributes given,No additional energy comments given,"['12/16/2017 09:31:39', '12/16/2017 09:33:09']"
89,5a32fed75457a35d4b5c48a6,https://openei.org/apps/USURDB/rate/view/5a32fed75457a35d4b5c48a6,14328,A-1-Small General Service-Non-Time of Use Rate (Poly-Phase),Pacific Gas & Electric Co,Commercial,"This schedule is also not available to customers whose meter indicates a maximum demand of 75 kW or greater for three consecutive months. Fixed Monthly Charge is the Total Customer Charge per day,"" averaged out for a month. ($0.65708 per meter per day * 365 days/ 12 months).","Note: this is not the TOU rate option,"" so there is a PDP (Peak Day Pricing) of 60 cents/kWh during the PDP events (9 to 15 days out of the year).",No voltage category given,12,1000000000.0,1000000000.0,1,0.0,0.0,2,1000000000.0,1000000000.0,150000,0,75,0,False,12/31/2016,02/27/2017,No supercedes item given,http://www.pge.com/tariffs/ERS.SHTML#ERS,No minimum monthly charge given,No annual minimum charge given,No voltage minimum given,No voltage maximum given,3-Phase,No demand window given,No additional demand attributes given,No additional energy comments given,"['12/14/2017 08:44:39', '12/14/2017 08:45:12', '07/25/2018 08:47:30', '07/27/2018 05:29:50', '07/27/2018 06:39:01', '07/27/2018 10:06:02']"
